Company Name,Employment Status,Experience Cat,job_category_id,Location,Min Experience,Bonus,Gratuity,Insurance,Mobile Bill,Provident Fund,job title,vacancy,Degree,In Dhaka,avg_salary,avg_age,Gender
Institute of Applied Health Sciences (IAHS),full_time,unknown,4,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Professor (Department of Pharmacology),2,other,FALSE,33750,30,3
Institute of Applied Health Sciences (IAHS),full_time,mid,4,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,Associate Professor (Department of Forensic Medicine),1,other,FALSE,33750,30,3
Institute of Applied Health Sciences (IAHS),full_time,senior,4,Chattogram,5,FALSE,FALSE,FALSE,FALSE,FALSE,Professor (Department of Pathology),1,other,FALSE,33750,30,3
Daffodil Family,full_time,senior,4,Dhaka,8,FALSE,FALSE,FALSE,FALSE,FALSE,Project Head,2,professional,TRUE,33750,30,3
UCSI University Bangladesh,full_time,mid,4,Banani,2,FALSE,FALSE,FALSE,FALSE,FALSE,Lecturer (Faculty of Hospitality and Tourism Management),2,professional,FALSE,33750,30,3
KUSHTIA IELTS CARE,part_time,mid,4,Kushtia Sadar,2,TRUE,TRUE,TRUE,FALSE,FALSE,Teacher,15,other,FALSE,33750,24,3
Ronit E-School,part_time,unknown,4,Azimpur,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী শিক্ষক,2,other,FALSE,33750,32.5,3
EDUAID,full_time,entry,4,Dhaka,1,TRUE,FALSE,FALSE,FALSE,FALSE,Japanese Language Teacher,3,professional,TRUE,33750,31,3
FRS Global Network.,full_time,mid,4,Banani,3,TRUE,FALSE,FALSE,TRUE,FALSE,Study Abroad Counselor & Admission Officer,3,other,FALSE,30000,32.5,3
AUS-BAN GLOBAL EDUCATION PTY LTD,full_time,mid,4,Uttara Sector 10,2,FALSE,FALSE,FALSE,FALSE,FALSE,IELTS Instructor,10,other,FALSE,25000,28,3
Planet Education Networks Limited,full_time,entry,4,Chakbazar Chittagong,1,FALSE,FALSE,FALSE,FALSE,FALSE,Compliance Officer (International Student Recruitment),2,professional,FALSE,33750,26.5,3
Planet Education Networks Limited,full_time,mid,4,Chakbazar Chittagong,2,FALSE,FALSE,FALSE,FALSE,FALSE,Student Advisor,2,other,FALSE,33750,26.5,3
WorkGenix Limited,full_time,entry,4,Dhaka,1,TRUE,FALSE,TRUE,TRUE,FALSE,Counselor,2,other,TRUE,37500,24,3
UCSI University Bangladesh,full_time,entry,4,Banani,1,FALSE,FALSE,FALSE,FALSE,FALSE,Lecturer (Supply Chain Operations Management),2,other,FALSE,33750,30,3
The Royal Scientific Publications,contract,entry,4,Purana Paltan,1,FALSE,FALSE,FALSE,FALSE,FALSE,Drawing Teacher,1,other,FALSE,33750,28,2
GMC Studies,full_time,mid,4,GULSHAN 1,2,TRUE,FALSE,FALSE,TRUE,FALSE,"Education Counsellor (The UK, Australia & New Zealand)",3,professional,FALSE,33750,30,3
Rawdhatul Uloom International Madrasa & School,full_time,entry,4,Jatrabari,1,FALSE,FALSE,FALSE,FALSE,FALSE,English Teacher,2,other,FALSE,20000,30,3
Noble School & College,full_time,mid,4,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Assistant Teacher (English Version, English Medium & Bangla Medium)",2,other,TRUE,33750,35,3
Touheed Academy,full_time,entry,4,Dhanmondi,1,FALSE,FALSE,FALSE,FALSE,FALSE,Physics & Chemistry Teacher,4,other,FALSE,9000,32.5,2
Intelligence Quality Ltd,full_time,senior,4,Uttara Sector 10,5,FALSE,FALSE,FALSE,FALSE,FALSE,Manager - Sales,1,masters,FALSE,40000,30,2
Apple Tree International School,full_time,mid,4,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Subject Teacher (Computer Science),3,other,FALSE,33750,30,3
Universal College Bangladesh,full_time,unknown,4,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Lecturer / Associate Professor - Cyber Security,2,professional,TRUE,33750,30,3
Mohammad Akalia Khan High School,full_time,unknown,4,Panchagarh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Teacher,8,other,FALSE,16500,30,3
চিত্রণ একাডেমি,full_time,unknown,4,Mymensingh Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,শিক্ষিকা,2,other,FALSE,33750,27.5,2
University Of Liberal Arts Bangladesh,full_time,unknown,4,Dhaka,3,TRUE,TRUE,FALSE,FALSE,TRUE,"Head, Bangla Language & Literature (BLL)",1,professional,TRUE,33750,40,3
Sir John Wilson School,full_time,mid,4,Dhaka,2,TRUE,FALSE,TRUE,FALSE,TRUE,Student Counselor,2,other,TRUE,33750,32.5,3
MH Academy,other,senior,4,Shantinagar,5,FALSE,FALSE,FALSE,FALSE,FALSE,Lecturer (English),2,other,FALSE,33750,30,3
BEMS Bangladesh,full_time,unknown,4,Mohammadpur,3,FALSE,FALSE,FALSE,FALSE,FALSE,জাপানিজ ভাষা শিক্ষক ট্রেইনার,6,other,FALSE,33750,30,3
Spectrum International University College,full_time,mid,4,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Manager - International Student Recruitment,2,other,FALSE,33750,30,3
International Education Centre,full_time,unknown,4,Uttara,3,FALSE,FALSE,FALSE,FALSE,FALSE,Teacher,2,professional,FALSE,33750,30,3
Lumos Global,full_time,mid,4,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Student Counselor,5,other,TRUE,33750,30,3
International Education Centre,full_time,unknown,4,Uttara,3,FALSE,FALSE,FALSE,FALSE,FALSE,Teacher,2,professional,FALSE,33750,30,3
Lumos Global,full_time,mid,4,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Student Counselor,5,other,TRUE,33750,30,3
UCSI University Bangladesh,full_time,entry,4,Banani,1,TRUE,FALSE,FALSE,FALSE,FALSE,Faculty Coordinator (FBM),2,masters,FALSE,33750,30,3
Dream Study International,full_time,entry,4,GULSHAN 2,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sr. Student Counsellor - CANADA/USA,3,professional,FALSE,33750,30,1
Matribhumi Ideal School & College,full_time,unknown,4,Daudkandi,3,FALSE,FALSE,FALSE,FALSE,FALSE,সিনিয়র শিক্ষক / সহকারী সিনিয়র শিক্ষক,12,other,FALSE,33750,32.5,3
"The Centre for Entrepreneurship Development (CED), BRAC University",contract,unknown,4,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Call for Phd Applications (Re-Advertisement),2,professional,TRUE,33750,30,3
ISIT Polytechnic,full_time,unknown,4,Shewrapara,3,FALSE,FALSE,FALSE,FALSE,FALSE,Junior Instructor (Computer / Electrical / Math),3,other,FALSE,16000,30,3
"Kumudini Nursing College, Mirzapur Tangail",full_time,mid,4,Mirzapur,2,FALSE,FALSE,FALSE,FALSE,FALSE,Lecturer/Associate Professor,9,other,FALSE,33750,35,3
A Cambridge curriculum based English medium Islamic school in Dhaka,full_time,senior,4,Dhaka,10,FALSE,FALSE,FALSE,FALSE,FALSE,Academic Head Coordinator,2,professional,TRUE,33750,30,3
Arif Academy Inc,full_time,entry,4,Mohammadpur,1,FALSE,FALSE,FALSE,FALSE,FALSE,Spoken English / IELTS Instructor,3,other,FALSE,33750,31,3
Abacus Brain Gym Bangladesh,full_time,unknown,4,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Female Teacher (Math & English),10,other,TRUE,33750,30,3
Rangdhanu Model School,full_time,unknown,4,Shahjadpur,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী শিক্ষক,6,other,FALSE,32500,28.5,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,স্টোর অফিসার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী প্রকৌশলী (সিভিল),2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী কম্পিউটার প্রোগ্রামার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,বাজেট কর্মকর্তা,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,এস্টেট অফিসার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,পাবলিক রিলেশন অফিসার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,লিয়াজোঁ ও প্রটোকল অফিসার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী পরীক্ষা নিয়ন্ত্রক,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী কলেজ পরিদর্শক,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী পরিচালক রিসার্চ,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী পরিচালক প ও উ,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী রেজিস্ট্রার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,পিএস টু ভিসি,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,উপ পরিচালক প.উ,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,উপ পরীক্ষা নিয়ন্ত্রক,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,পরিচালক প.উ,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,উপ পরিচালক অর্থ,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,উপ কলেজ পরিদর্শক,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,উপ রেজিস্ট্রার,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,রেজিস্ট্রার,2,other,FALSE,33750,30,3
পিরোজপুর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,পিরোজপুর,3,FALSE,FALSE,FALSE,FALSE,FALSE,রেজিস্ট্রার,2,other,FALSE,33750,30,3
"খুলনা কৃষি বিশ্ববিদ্যালয়, খুলনা",unknown,unknown,4,খুলনা,3,FALSE,FALSE,FALSE,FALSE,FALSE,পরিচালক অর্থ ও হিসাব,2,other,FALSE,33750,30,3
"খুলনা কৃষি বিশ্ববিদ্যালয়, খুলনা",unknown,unknown,4,খুলনা,3,FALSE,FALSE,FALSE,FALSE,FALSE,পরীক্ষা নিয়ন্ত্রক,2,other,FALSE,33750,30,3
"খুলনা কৃষি বিশ্ববিদ্যালয়, খুলনা",unknown,unknown,4,খুলনা,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রধান প্রকৌশলী,2,other,FALSE,33750,30,3
"খুলনা কৃষি বিশ্ববিদ্যালয়, খুলনা",unknown,unknown,4,খুলনা,3,FALSE,FALSE,FALSE,FALSE,FALSE,পরিচালক পরিকল্পনা ও উন্নয়ন,2,other,FALSE,33750,30,3
"সিভিল সার্জনের কার্যালয়, ঝিনাইদহ",unknown,unknown,4,ঝিনাইদহ,3,FALSE,FALSE,FALSE,FALSE,FALSE,ল্যাবরেটরী এটেনডেন্ট,2,other,FALSE,33750,30,3
"সিভিল সার্জনের কার্যালয়, ঝিনাইদহ",unknown,unknown,4,ঝিনাইদহ,3,FALSE,FALSE,FALSE,FALSE,FALSE,পরিসংখ্যানবিদ,2,other,FALSE,33750,30,3
সংস্কৃতি বিষয়ক মন্ত্রণালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,লাইব্রেরী সহকারী,2,other,FALSE,33750,30,3
সংস্কৃতি বিষয়ক মন্ত্রণালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,লাইব্রেরী এ্যাসিসটেন্ট,2,other,FALSE,33750,30,3
সংস্কৃতি বিষয়ক মন্ত্রণালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,টেকনিক্যাল সহকারী (ক্যাটালগার),2,other,FALSE,33750,30,3
সংস্কৃতি বিষয়ক মন্ত্রণালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,রেফারেন্স এ্যাসিসটেন্ট,2,other,FALSE,33750,30,3
সংস্কৃতি বিষয়ক মন্ত্রণালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,পাঠকক্ষ সহকারী,2,other,FALSE,33750,30,3
সংস্কৃতি বিষয়ক মন্ত্রণালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,বুকসর্টার,2,other,FALSE,33750,30,3
ঢাকা বিশ্ববিদ্যালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক পরিসংখ্যান গবেষণা ও শিক্ষণ,2,other,FALSE,33750,30,3
ঢাকা বিশ্ববিদ্যালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী অধ্যাপক পরিসংখ্যান গবেষণা ও শিক্ষণ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,হেলপার সেন্ট্রাল স্টোর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,মালী কবি কাজী নজরুল ইসলাম হল,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,অফিস সহায়ক IEER,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,অফিস সহায়ক,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,মেসন প্রকৌশল দপ্তর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,কার্পেন্টার প্রকৌশল দপ্তর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,গ্যাস মেকানিক প্রকৌশল দপ্তর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,টেকনিশিয়ান,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,ব্যক্তিগত সহকারী আইটি বিজনেস ইনকিউবেটর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,বাবুর্চি,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,কেয়ারটেকার আইটি বিজনেস ইনকিউবেটর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,ক্যাটালগার কাম ডাটা এন্ট্রি অপারেটর,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী টেকনিক্যাল অফিসার IICT,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী টেকনিক্যাল অফিসার পুরকৌশল বিভাগ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,শারীরিক শিক্ষা প্রশিক্ষক,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,টেকনিক্যাল অফিসার মেশিন শপ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী পরিচালক গবেষণা ও সম্প্রসারণ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,ডাটাবেজ প্রোগ্রামার ICT Cell,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রোগ্রামার,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,নেটওয়ার্ক ইঞ্জিনিয়ার ICT Cell,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী অধ্যাপক,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সিনিয়র চীফ টেকনিক্যাল অফিসার শীটমেটাল এন্ড ওয়েল্ডিংসপ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সিনিয়র চীফ টেকনিক্যাল অফিসার উড ওয়ার্কশপ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,আইটি ইঞ্জিনিয়ার ICT Cell,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,উপ-পরিচালক গবেষণা ও সম্প্রসারণ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,ডেপুটি চীফ মেডিক্যাল অফিসার,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহযোগী অধ্যাপক তড়িৎ ও ইলেকঃ কৌশল বিভাগ,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রধান প্রকৌশলী,2,other,FALSE,33750,30,3
চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,unknown,unknown,4,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,পরিচালক IQAC,2,other,FALSE,33750,30,3
ঢাকা কমার্স কলেজ,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,অধ্যক্ষ,2,other,FALSE,33750,30,3
ইসলামিক ফাউন্ডেশন,unknown,unknown,4,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রশিক্ষণ সহকারী,2,other,FALSE,33750,30,3
ইসলামিক ফাউন্ডেশন,unknown,unknown,4,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,রেফারেন্স সহকারী,2,other,FALSE,33750,30,3
ইসলামিক ফাউন্ডেশন,unknown,unknown,4,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,লাইব্রেরী সহকারী,2,other,FALSE,33750,30,3
"কালেক্টরেট পাবলিক স্কুল এন্ড কলেজ, নীলফামারী",unknown,unknown,4,নীলফামারী,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী প্রধান শিক্ষক,2,other,FALSE,33750,30,3
"কালেক্টরেট পাবলিক স্কুল এন্ড কলেজ, নীলফামারী",unknown,unknown,4,নীলফামারী,3,FALSE,FALSE,FALSE,FALSE,FALSE,ল্যাব সহকারী,2,other,FALSE,33750,30,3
ঢাকা বিশ্ববিদ্যালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী পরিচালক গ্রেড - ২ প্রোগ্রাম,2,other,FALSE,33750,30,3
"বর্ডার গার্ড পাবলিক স্কুল এন্ড কলেজ, সিলেট",unknown,unknown,4,সিলেট,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক তথ্য ও যোগাযোগ প্রযুক্তি,2,other,FALSE,33750,30,3
"বর্ডার গার্ড পাবলিক স্কুল এন্ড কলেজ, সিলেট",unknown,unknown,4,সিলেট,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারি শিক্ষক তথ্য ও যোগাযোগ প্রযুক্তি,2,other,FALSE,33750,30,3
ঢাকা বিশ্ববিদ্যালয়,unknown,unknown,4,ঢাকা,3,FALSE,FALSE,FALSE,FALSE,FALSE,Lecturer - Computer Science & Engineering Department,2,other,FALSE,33750,30,3
শহীদ পুলিশ স্মৃতি কলেজ,unknown,senior,4,ঢাকা,12,FALSE,FALSE,FALSE,FALSE,FALSE,অধ্যক্ষ,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক ভূগোল ও পরিবেশবিদ্যা,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক সংগীত,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক ব্যাংকিং ও ইন্স্যুরেন্স,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক জেনেটিক ইঞ্জিনিয়ারিং এন্ড বায়োটেকনোলজি,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী অধ্যাপক / প্রভাষক পরিসংখ্যান,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক ফাইন্যান্স,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক পদার্থবিজ্ঞান,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী অধ্যাপক - পদার্থবিজ্ঞান,2,other,FALSE,33750,30,3
রাজশাহী বিশ্ববিদ্যালয়,unknown,unknown,4,রাজশাহী,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রভাষক লোক সংগীত,2,other,FALSE,33750,30,3
