Company Name,Employment Status,Experience Cat,job_category_id,Location,Min Experience,Bonus,Gratuity,Insurance,Mobile Bill,Provident Fund,job title,vacancy,Degree,In Dhaka,avg_salary,avg_age,Gender
YKK Bangladesh Pte Ltd.,full_time,senior,24,Savar EPZ,6,TRUE,TRUE,TRUE,FALSE,TRUE,Chief Officer (Security) - GA & Legal,1,other,FALSE,33750,30,3
A reputed group of Renowned Accessories Company,full_time,senior,24,Gazipur,5,TRUE,FALSE,FALSE,TRUE,FALSE,Fire Safety Officer,2,other,FALSE,33750,30,3
Bangladesh Specialized Hospital PLC,full_time,unknown,24,Shyamoli,3,TRUE,TRUE,FALSE,FALSE,TRUE,নিরাপত্তা প্রহরী (Security Guard),15,other,FALSE,33750,27.5,3
Médecins Sans Frontières (MSF),full_time,unknown,24,Chattogram Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,"Watchman (2 Female, 7 Male)",9,other,FALSE,28086,30,3
একটি স্বনামধন্য বেসরকারি বাণিজ্যিক ব্যাংক,full_time,mid,24,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,সশস্ত্র নিরাপত্তা প্রহরী / গানম্যান,2,other,FALSE,33750,30,3
building technology & ideas ltd.,full_time,mid,24,Dhaka,4,FALSE,FALSE,FALSE,FALSE,FALSE,Executive/ Sr. Executive (Fire Safety Coordinator),1,other,TRUE,33750,30,1
Redmin Industries Limited,full_time,mid,24,Dhaka,2,TRUE,FALSE,FALSE,TRUE,FALSE,Security Guard,9,other,TRUE,21000,26.5,1
Ismartu Technology BD Ltd.,full_time,mid,24,Narayanganj,4,TRUE,TRUE,TRUE,TRUE,TRUE,Jr. Executive - Fire & Safety,1,professional,FALSE,33750,31,1
Uttara Sector-12 Welfare Society,full_time,unknown,24,Uttara Sector 12,3,FALSE,FALSE,FALSE,FALSE,FALSE,Security Commander,2,other,FALSE,33750,35,1
Euro-Vigil (Pvt.) Ltd.,full_time,mid,24,Dhaka,4,TRUE,FALSE,TRUE,TRUE,TRUE,Asst. Manager / Deputy Manager (Operations),7,other,TRUE,33750,34,1
A well known Real Estate Company,full_time,senior,24,Dhaka,10,TRUE,FALSE,FALSE,FALSE,FALSE,Security Supervisor,4,other,TRUE,33750,35,3
Deshbandhu Group,full_time,mid,24,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Security Officer,2,other,TRUE,33750,32.5,3
A Renowned Group of Company,full_time,senior,24,Anywhere in Bangladesh,5,TRUE,FALSE,FALSE,FALSE,TRUE,Security Officer,4,other,FALSE,33750,46.5,3
Bangladesh Specialized Hospital PLC,full_time,unknown,24,Shyamoli,3,TRUE,TRUE,TRUE,FALSE,TRUE,Security Supervisor - Safety & Security Dept.,1,other,FALSE,33750,30,3
Ibrahim Knit Garments Pvt. Ltd,full_time,mid,24,Narayanganj,4,FALSE,FALSE,FALSE,FALSE,FALSE,Security Officer,2,other,FALSE,33750,42.5,1
MZM Textiles Limited,full_time,mid,24,Chattogram,3,TRUE,FALSE,TRUE,TRUE,TRUE,Security Officer,1,other,FALSE,33750,30,3
Ambon Complex,full_time,mid,24,Mohakhali,3,TRUE,FALSE,FALSE,FALSE,FALSE,Security In-charge,1,other,FALSE,33750,42.5,1
A Reputed Group of Company,full_time,senior,24,Chattogram,8,FALSE,FALSE,FALSE,FALSE,FALSE,Security In charge,1,other,FALSE,33750,40,3
Esri Bangladesh Ltd.,full_time,mid,24,Dhaka,3,TRUE,FALSE,FALSE,FALSE,FALSE,Service Desk Analyst,1,other,TRUE,33750,30,3
Shurakkha Security and Logistics Limited,full_time,unknown,24,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Traffic Operations Analyst (Desk),15,other,TRUE,14000,24,3
Multinational Companies,full_time,senior,24,Dhaka,10,TRUE,FALSE,TRUE,FALSE,FALSE,Senior Manager - Corporate Security,1,professional,TRUE,33750,30,3
A Reputed Knit Composite Garments Industry,full_time,senior,24,Gazipur,5,TRUE,FALSE,FALSE,TRUE,FALSE,Fire Engineer/Officer - Fire & Safety,3,professional,FALSE,33750,30,3
Energy+ Electric & Electronics Pvt. Ltd.,full_time,mid,24,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Security Guard (সিকিউরিটি গার্ড),3,other,TRUE,13000,28.5,1
B&T Transformer Ltd.,full_time,unknown,24,Bhaluka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Security In-charge,2,other,FALSE,33750,30,3
Snowtex Group,full_time,entry,24,Anywhere in Bangladesh,1,TRUE,FALSE,FALSE,FALSE,TRUE,সিকিউরিটি গার্ড,2,other,TRUE,17000,30,1
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,24,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,লিয়াজোঁ ও প্রটোকল অফিসার,2,other,FALSE,33750,30,3
ওয়েজ আর্নার্স কল্যাণ বোর্ড,unknown,unknown,24,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,কেয়ারটেকার,2,other,FALSE,33750,30,3
ইসলামিক ফাউন্ডেশন,unknown,unknown,24,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,কেয়ারটেকার ইপ্রএ,2,other,FALSE,33750,30,3
BRAC,full_time,mid,26,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Deputy Manager, Technical, Poultry & Livestock; UPG Programme",2,other,FALSE,33750,30,3
GreenDale Bangladesh Limited,full_time,unknown,26,Anywhere in Bangladesh,3,TRUE,FALSE,FALSE,TRUE,TRUE,Marketing Executive,2,other,FALSE,17000,32,1
GreenDale Bangladesh Limited,intern,unknown,26,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Corporate Sales Intern,2,other,TRUE,33750,29,3
Integrated Crop Solution Bangladesh (Agrochemical & Fertilizer Division),full_time,senior,26,Bogura,7,FALSE,TRUE,TRUE,FALSE,TRUE,Regional Sales Manager,3,professional,FALSE,33750,30,3
Integrated Crop Solution Bangladesh (Agrochemical & Fertilizer Division),full_time,senior,26,Bogura,5,FALSE,TRUE,TRUE,FALSE,TRUE,Area Manager,3,other,FALSE,33750,30,3
Keya Cosmetics Ltd.,full_time,mid,26,Gazipur,3,TRUE,FALSE,FALSE,TRUE,FALSE,A.I Technician,1,other,FALSE,33750,30,1
The Kewra Seafood Limited,full_time,senior,26,Satkhira,5,FALSE,FALSE,FALSE,FALSE,FALSE,Project Manager - Vannamei Shrimp Culture,1,other,FALSE,33750,31,1
Lal Teer Livestock Development (Bangladesh) Ltd.,full_time,senior,26,Dhaka,10,TRUE,FALSE,FALSE,TRUE,TRUE,National Sales Manager (NSM),2,masters,TRUE,33750,35,3
ACI Formulations PLC,full_time,mid,26,Dhaka,3,TRUE,TRUE,TRUE,TRUE,TRUE,Executive/ Senior Executive- Field Operations,2,other,TRUE,33750,30,3
Lal Teer Livestock Development (Bangladesh) Ltd.,full_time,senior,26,Dhaka,5,TRUE,FALSE,FALSE,TRUE,TRUE,Operation Manager,2,masters,TRUE,33750,35,3
Nabil Group,full_time,mid,26,Anywhere in Bangladesh,2,TRUE,TRUE,FALSE,TRUE,TRUE,"Executive, Sales (Polyhouse Materials, Advanced Farming Materials and Tissue Culture Plants)",10,other,FALSE,33750,27.5,1
NCUBE LAYER,full_time,mid,26,Naogaon,2,TRUE,FALSE,FALSE,TRUE,FALSE,Layer (White Egg) Supervisor,2,other,FALSE,33750,27,3
Dhaka Smart,full_time,mid,26,Uttara,2,FALSE,FALSE,FALSE,FALSE,FALSE,Office Marketing Executive (Fish Medicine - Telemarketing),10,other,FALSE,15000,24,1
Immivisa,full_time,mid,26,Australia,2,FALSE,FALSE,FALSE,FALSE,FALSE,Agriculture Consultant,2,other,FALSE,33750,30,3
HARD Group,full_time,entry,26,Manikganj,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sales and Marketing Officer- Fisheries,2,other,FALSE,33750,32,1
Medilab Agropharma,full_time,unknown,26,Habiganj,3,FALSE,FALSE,FALSE,FALSE,FALSE,অফিস সহকারী,2,other,FALSE,33750,30,3
Medilab Agropharma,full_time,unknown,26,Habiganj,3,FALSE,FALSE,FALSE,FALSE,FALSE,মেডিকেল রিপ্রেজেন্টেটিভ,5,other,FALSE,33750,30,3
Nahar Agro Group,full_time,entry,26,Chattogram,1,FALSE,FALSE,FALSE,FALSE,FALSE,Technician-Veterinary Lab,2,professional,FALSE,33750,30,3
Mew Care,full_time,entry,26,Banasree,1,TRUE,FALSE,FALSE,FALSE,FALSE,Pet Practitioner / Veterinarian,1,other,FALSE,20000,30,3
BRAC,contract,mid,26,Hatiya,4,TRUE,FALSE,TRUE,TRUE,FALSE,"Assistant Technical Specialist, Fisheries, LSDP, Bhasan Char, HCMP",2,other,FALSE,33750,30,3
Rema Tea Co. Ltd.,full_time,senior,26,Habiganj,5,FALSE,FALSE,FALSE,FALSE,FALSE,এসিস্ট্যান্ট/সিনিয়র এসিস্ট্যান্ট ম্যানেজার (টি প্লানটেশন),3,other,FALSE,33750,30,1
Al-Arab Feed Limited,full_time,unknown,26,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sales Officer,30,other,TRUE,33750,30,3
Al-Arab Feed Limited,full_time,senior,26,Dhaka,7,TRUE,FALSE,FALSE,TRUE,FALSE,General Manager (Sales and Marketing) (GM),1,other,TRUE,33750,30,3
Al-Arab Feed Limited,full_time,unknown,26,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Head Of Sales,1,masters,TRUE,33750,30,3
Organization for the Poor Community Advancement (OPCA),full_time,senior,26,Chattogram,5,FALSE,FALSE,FALSE,FALSE,FALSE,Project Manager/Value Chain Facilitator,1,other,FALSE,50000,32.5,3
Organization for the Poor Community Advancement (OPCA),full_time,senior,26,Fatikchhari,7,FALSE,FALSE,FALSE,FALSE,FALSE,কনসালটেন্ট (চূড়ান্ত মূল্যায়ন),2,other,FALSE,33750,30,3
BRAC Enterprises,full_time,entry,26,Anywhere in Bangladesh,1,FALSE,FALSE,FALSE,FALSE,FALSE,"Incharge, Chilling Center (Aarong Dairy)",2,professional,FALSE,33750,30,3
HARD GROUP,full_time,entry,26,Manikganj,1,TRUE,FALSE,FALSE,TRUE,FALSE,প্রোডাকশন ইনচার্জ-ফিশারিজ,2,other,FALSE,33750,31,1
Organization for the Poor Community Advancement (OPCA),full_time,senior,26,Fatikchhari,5,FALSE,FALSE,FALSE,FALSE,FALSE,কনসালট্যান্ট (ভ্যালু চেইন উন্নয়ন),1,other,FALSE,100000,30,3
JAPFA COMFEED BANGLADESH PTE LTD,full_time,senior,26,Anywhere in Bangladesh,8,TRUE,TRUE,TRUE,TRUE,TRUE,"Manager / Senior Manager, QC & Nutrition",1,other,FALSE,33750,37.5,1
Kazi Farms Group,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,TRUE,TRUE,FALSE,Officer/Executive - Cattle Feed Sales & Technical Service,2,other,FALSE,33750,30,3
BAGAN,full_time,senior,26,Nikunja,5,TRUE,FALSE,FALSE,TRUE,FALSE,কৃষিবিদ (সদ্য অবসরপ্রাপ্ত) - (PD),1,other,FALSE,33750,35,1
For pets Care,full_time,entry,26,Jigatola,1,TRUE,FALSE,FALSE,FALSE,FALSE,Veterinary Assistant,2,other,FALSE,22500,27.5,3
A reputed Organization,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,TRUE,TRUE,FALSE,Incharge-Fish & Duck Farming,1,other,FALSE,33750,32.5,1
Aspasia Agrotech Co.Ltd,full_time,entry,26,Bogura,1,TRUE,FALSE,TRUE,TRUE,FALSE,Sales Executive,20,other,FALSE,20000,30,3
AgroSAL Limited,full_time,entry,26,Chapainawabganj,0,TRUE,FALSE,TRUE,TRUE,TRUE,Territory Sales Officer/Sales Officer,10,other,FALSE,24000,30,3
AgroSAL Limited,full_time,entry,26,Bogura,0,TRUE,FALSE,FALSE,TRUE,TRUE,Marketing Officer,6,other,FALSE,24000,30,3
Nurani Group Of Company,full_time,mid,26,Noakhali,2,FALSE,FALSE,FALSE,FALSE,FALSE,Fish Farming,2,other,FALSE,33750,32.5,3
Integrated Crop Solution Bangladesh ( Animal Health),full_time,senior,26,Anywhere in Bangladesh,5,TRUE,TRUE,TRUE,FALSE,TRUE,Sales Manager - Animal Health,2,masters,FALSE,33750,30,3
Integrated Crop Solution Bangladesh ( Animal Health),full_time,senior,26,Anywhere in Bangladesh,7,FALSE,FALSE,FALSE,FALSE,FALSE,Regional Sales Manager- Animal Health,2,other,FALSE,33750,30,3
Integrated Crop Solution Bangladesh ( Animal Health),full_time,mid,26,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,Veterinary Technical Services Officer - Animal Health,2,other,FALSE,33750,30,3
Integrated Crop Solution Bangladesh ( Animal Health),full_time,mid,26,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,Technical Service Officer- Animal Health,2,other,FALSE,33750,30,3
Integrated Crop Solution Bangladesh ( Animal Health),full_time,mid,26,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,Field Supervisor- Animal Health,2,other,FALSE,33750,30,3
Walton Agro Farm and Industries (Sister Concern of WALTON),full_time,mid,26,Tangail Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,Officer (Account and Inventory Management),1,bachelors,FALSE,35000,31,1
"C.P. Bangladesh Co., Ltd.",full_time,unknown,26,Anywhere in Bangladesh,3,TRUE,FALSE,TRUE,TRUE,FALSE,"Fish Technical Sales Service, Officer",2,professional,FALSE,33750,26.5,3
Advanced Chemical Industries PLC (ACI),full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,TRUE,TRUE,TRUE,"Veterinary Services Officer, ACI Animal Genetics",2,other,FALSE,33750,30,1
Chhuya Agro Products Ltd.,full_time,unknown,26,Anywhere in Bangladesh,3,TRUE,FALSE,FALSE,FALSE,TRUE,Officer/Sr. Officer - Sales & Marketing,2,other,FALSE,33750,30.5,1
Chhuya Agro Products Ltd.,full_time,senior,26,Anywhere in Bangladesh,5,TRUE,FALSE,FALSE,FALSE,TRUE,Area Manager - Sales & Marketing,2,other,FALSE,33750,35,1
Resource Integration Centre (RIC),contract,unknown,26,Chapainawabganj,3,TRUE,FALSE,FALSE,TRUE,FALSE,Community Mobilization Officer (General),1,other,FALSE,30000,27.5,3
Mithila Poultry Feed,full_time,entry,26,Barishal,1,TRUE,FALSE,FALSE,TRUE,FALSE,Officer/Sr. Officer (Sales & Marketing - Feed Company),30,other,FALSE,33750,35,1
Bio Care Agro Limited,full_time,mid,26,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Front Desk Executive,1,other,TRUE,33750,24,2
Tiger Agro Industries Limited,full_time,mid,26,Bogura,2,TRUE,FALSE,FALSE,TRUE,FALSE,Area Sales Manager/ Sr. Sales Executive,3,bachelors,FALSE,33750,23.5,1
A Well Reputed Agro Firm,full_time,mid,26,Anywhere in Bangladesh,4,FALSE,FALSE,FALSE,FALSE,FALSE,Vet Assistant,2,other,FALSE,33750,30,3
AgroSAL Limited,full_time,mid,26,GULSHAN 1,4,TRUE,FALSE,FALSE,TRUE,TRUE,"Senior Executive/Assistant Manager, B2B Sales-Micronutrients Business",2,other,FALSE,33750,30,3
VIP Shahadat Group,full_time,mid,26,Rangpur Sadar,2,FALSE,FALSE,FALSE,FALSE,FALSE,Lab Operator - Feed Mill,1,other,FALSE,33750,30,3
AgroSAL Limited,full_time,mid,26,GULSHAN 1,3,TRUE,FALSE,FALSE,TRUE,TRUE,"Executive, Business Development",2,masters,FALSE,33750,30,3
Paragon Group,full_time,mid,26,Gazipur,4,TRUE,TRUE,FALSE,TRUE,FALSE,Officer (QC/ Lab) for Feed Mills,6,other,FALSE,33750,31.5,3
OPTRIUM,full_time,mid,26,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Executive, Supply Chain Management",2,professional,TRUE,33750,30,3
Agriventure Limited Dhaka,intern,unknown,26,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Operation - Intern,2,bachelors,TRUE,6000,26,3
Fresh fisheries and Nursery Pvt Ltd.,full_time,unknown,26,Cumilla,3,FALSE,FALSE,FALSE,FALSE,FALSE,"ম্যানেজার (ফিশারি, নার্সারি এন্ড ডেইরি ফার্ম)",1,other,FALSE,33750,35,1
Paragon Group,full_time,mid,26,Rangpur,3,FALSE,FALSE,FALSE,FALSE,FALSE,Asst. Manager/ Sr. Officer (Dairy Production),3,other,FALSE,33750,34,3
Advanced Chemical Industries PLC (ACI),full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,FALSE,FALSE,TRUE,"Assistant Program Officer (Inbred/Hybrid Rice, Vegetable & Wheat)",30,other,FALSE,33750,28,3
Advanced Chemical Industries PLC (ACI),full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,FALSE,FALSE,TRUE,"Senior/Program Officer (Inbred/Hybrid Rice, Vegetable & Wheat)",20,other,FALSE,33750,28,3
Advanced Chemical Industries PLC (ACI),full_time,senior,26,Anywhere in Bangladesh,8,TRUE,TRUE,FALSE,FALSE,TRUE,"Assistant/Program Manager (Inbred/Hybrid Rice, Vegetable & Wheat)",10,other,FALSE,33750,30,3
New Hope Agrotech Bangladesh Ltd.,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,FALSE,TRUE,FALSE,FALSE,Technical Service Officer-Sales & Marketing Dept.,4,other,FALSE,33750,29.5,1
ZJ Agro and Fisheries,full_time,unknown,26,Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,এরিয়া ম্যানেজার ( সেলস),150,other,FALSE,37500,30,3
BRAC Enterprises,full_time,unknown,26,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,"Veterinary Surgeon, Milk Collection (Aarong Dairy)",2,professional,FALSE,33750,30,3
Tech Wegro,full_time,entry,26,GULSHAN 1,1,TRUE,FALSE,FALSE,TRUE,FALSE,Management Trainee Officer (MTO) - Investor Relations,1,professional,FALSE,33750,30,3
Gram Bangla Poultry & Fish Feed Ltd,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sales Executive,2,other,FALSE,30000,31.5,1
Gram Bangla Poultry & Fish Feed Ltd,full_time,mid,26,Anywhere in Bangladesh,4,TRUE,FALSE,FALSE,TRUE,FALSE,"Purchase Manager (Poultry, Cattle & Fish Feed)",2,other,FALSE,70000,37.5,1
Tech Wegro,full_time,senior,26,Niketan,5,TRUE,FALSE,FALSE,TRUE,FALSE,"Manager - Credit, Operations, and Compliance",1,masters,FALSE,67500,30,3
ROMIO AGRO FEEDS LIMITED,full_time,mid,26,Barishal,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sales Executive (Feed Company),30,other,FALSE,33750,32.5,1
Barnali Textile & Printing Industries (Pvt.) Ltd.,full_time,mid,26,Narayanganj,4,TRUE,FALSE,FALSE,FALSE,FALSE,"Asst. Manager (Fisheries, Vegetable, Farming & Other Agro Products)",1,other,FALSE,33750,30,3
ABEDIN AGRO COMPLEX LTD.,full_time,unknown,26,Kapasia,3,FALSE,FALSE,FALSE,FALSE,FALSE,Officer Agriculture,2,other,FALSE,33750,30,3
ROMIO AGRO FEEDS LIMITED,full_time,mid,26,Barishal,2,TRUE,FALSE,FALSE,TRUE,FALSE,Area Sales Manager (Feed Company),15,other,FALSE,33750,32.5,1
Advanced Poultry & Fish Feeds Ltd.,full_time,senior,26,Kushtia,10,TRUE,FALSE,FALSE,TRUE,FALSE,AGM (Factory Operation),2,masters,FALSE,75000,50,1
Dynamic Crop Science Limited.,full_time,senior,26,Chuadanga,5,TRUE,FALSE,FALSE,FALSE,FALSE,SMO / Territory Sales Officer,20,other,FALSE,33750,28.5,1
New Hope Agrotech Bangladesh Ltd.,full_time,mid,26,Anywhere in Bangladesh,3,TRUE,FALSE,TRUE,TRUE,FALSE,Area Manager (Cattle Feed Sales),4,other,FALSE,33750,30,1
Akhtar Group,full_time,senior,26,Manikganj,7,FALSE,FALSE,FALSE,TRUE,FALSE,"Sr. Executive/ Assistant Manager, Akhtar Agro",2,professional,FALSE,33750,36,1
Astha Feed Industries Ltd,full_time,mid,26,Barishal,3,TRUE,FALSE,TRUE,FALSE,TRUE,Cattle Feed Sales (Sr. Executive/Asst. Manager),11,other,FALSE,33750,30,3
Engineering Consulting Firm,full_time,senior,26,Anywhere in Bangladesh,10,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Fisheries Expert,2,other,FALSE,33750,30,3
Paragon Group,full_time,senior,26,Dhaka,12,TRUE,TRUE,TRUE,TRUE,FALSE,AGM/ Sr. Mgr. (Sales - Aqua Feed),2,other,TRUE,33750,43,3
A reputed trading company,full_time,mid,26,Uttara,3,FALSE,FALSE,FALSE,FALSE,FALSE,Executive (Sales & Marketing),1,other,FALSE,33750,30,3
Afill Group,full_time,mid,26,Jashore Sadar,2,TRUE,FALSE,FALSE,TRUE,FALSE,Laboratory Technician (Poultry Operation),2,other,FALSE,33750,32.5,3
KRF Agro Care,full_time,mid,26,Feni,3,TRUE,FALSE,FALSE,FALSE,FALSE,Officer / Senior Technical Marketing Officer,5,other,FALSE,33750,30,3
G.K International,full_time,mid,26,Purana Paltan,2,TRUE,FALSE,FALSE,FALSE,FALSE,Engineer - Mechanical and Electrical.,2,professional,FALSE,33750,30,1
KGS Group,full_time,senior,26,Brahmanbaria,10,TRUE,FALSE,FALSE,TRUE,FALSE,AGM/Manager (Sales & Marketing),2,masters,FALSE,33750,37.5,1
Paragon Group,full_time,senior,26,Dhaka,12,TRUE,TRUE,TRUE,TRUE,FALSE,AGM/ Sr. Mgr. (Sales - Cattle Feed),2,professional,TRUE,33750,43,3
ব্যাক্তি মালিকানাধীন খামার,full_time,unknown,26,Jashore,3,FALSE,FALSE,FALSE,FALSE,FALSE,খামার সহকারী,2,other,FALSE,33750,30,3
ব্যাক্তি মালিকানাধীন খামার,full_time,unknown,26,Jashore,3,FALSE,FALSE,FALSE,FALSE,FALSE,পশু চিকিৎসক,2,other,FALSE,33750,30,3
JBM Agrovet,full_time,mid,26,Anywhere in Bangladesh,3,TRUE,FALSE,TRUE,TRUE,TRUE,District Manager / District Field Developer,32,other,FALSE,65000,36.5,1
Biotop Agrovet Limited,full_time,entry,26,Anywhere in Bangladesh,0,TRUE,FALSE,FALSE,TRUE,FALSE,টেকনিক্যাল সার্ভিস অফিসার - (সেলস ও মার্কেটিং),15,other,FALSE,33750,25,1
Nasco Agro Products,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,FALSE,FALSE,TRUE,FALSE,"Officer / Sr. Officer - Sales & Marketing, Animal Health",20,bachelors,FALSE,33750,30,1
Amass Seed & Agro,full_time,entry,26,Anywhere in Bangladesh,1,FALSE,FALSE,FALSE,FALSE,FALSE,জুনিয়র অফিসার (সেলস),2,other,FALSE,33750,30,1
SQ Agriculture Ltd.,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,FALSE,TRUE,TRUE,Territory Sales Officer/ Sr. Territory Sales Officer - (Pesticide & Fertilizer),10,other,FALSE,33750,30,1
SQ Agriculture Ltd.,full_time,entry,26,Anywhere in Bangladesh,1,TRUE,TRUE,TRUE,TRUE,TRUE,Territory Sales Officer/ Sr. Territory Sales Officer - Seed,10,other,FALSE,33750,30,1
SQ Agriculture Ltd.,full_time,mid,26,Anywhere in Bangladesh,4,TRUE,TRUE,TRUE,TRUE,TRUE,Assistant Manager-S&M (Aquaculture),2,other,FALSE,33750,33,1
A renowned & productive Tea Garden in Bangladesh,full_time,senior,26,Chattogram,10,TRUE,FALSE,FALSE,TRUE,FALSE,Tea Garden Manager,2,other,FALSE,33750,35,1
FreshWay AGTech Ltd,full_time,mid,26,Anywhere in Bangladesh,3,TRUE,FALSE,TRUE,TRUE,FALSE,Executive / Assistant Manager,30,other,FALSE,40000,35,1
A Well Reputed Company,full_time,senior,26,Manikganj,5,FALSE,FALSE,FALSE,FALSE,FALSE,Asst. Manager (Leaf),2,other,FALSE,33750,30,3
New Hope Animal Nutrition Bangladesh Company Ltd.,full_time,mid,26,Anywhere in Bangladesh,2,TRUE,FALSE,TRUE,FALSE,FALSE,Executive/ Sr. Executive - Sales & Marketing,2,other,FALSE,33750,31,1
SAAD GROUP OF INDUSTIRES,full_time,senior,26,Anywhere in Bangladesh,7,FALSE,FALSE,FALSE,FALSE,FALSE,AGM/DGM- Marketing (Fish & Meat Export ),1,masters,FALSE,33750,35,1
Tech Wegro,full_time,senior,26,Gulshan,5,TRUE,FALSE,FALSE,TRUE,FALSE,Manager - Trading & Procurement,1,other,FALSE,60000,30,1
New Hope Agrotech Bangladesh Ltd.,full_time,mid,26,Anywhere in Bangladesh,2,TRUE,FALSE,TRUE,TRUE,FALSE,Sales Executive-Cattle Feed,4,other,FALSE,33750,34,1
হেভেন ওভারসিজ লি.,contract,unknown,26,কুয়েত,3,FALSE,FALSE,FALSE,FALSE,FALSE,Agriculture Labour,250,other,FALSE,33750,30,1
জাতীয় যুব উন্নয়ন ইনস্টিটিউট,unknown,unknown,26,সাভার,3,FALSE,FALSE,FALSE,FALSE,FALSE,ইন্সট্রাক্টর ফিশারিজ,2,other,FALSE,33750,30,3
এসটিএমএম রিক্রুটমেন্ট ইন্টারন্যাশনাল,contract,unknown,26,কুয়েত,3,FALSE,FALSE,FALSE,FALSE,FALSE,Agriculture Worker,130,other,FALSE,33750,30,1
দি তুর্কি এসোসিয়েট লি.,contract,unknown,26,সৌদি আরব,3,FALSE,FALSE,FALSE,FALSE,FALSE,Agriculture Labour,100,other,FALSE,33750,30,1
Top-One Trading,full_time,mid,27,DOHS Mohakhali,2,TRUE,FALSE,FALSE,TRUE,FALSE,Supply Chain & Commercial Executive,1,bachelors,FALSE,33750,30,3
Echo Corporation,full_time,entry,27,Moghbazaar,1,TRUE,FALSE,FALSE,TRUE,FALSE,Commercial Officer,2,masters,FALSE,33750,27.5,2
F M Agro Foods Limited,full_time,mid,27,Dhaka,2,TRUE,FALSE,FALSE,TRUE,FALSE,"Executive, Export",1,bachelors,TRUE,33750,32.5,3
ECTA Dhaka Ltd.,full_time,unknown,27,Savar,3,TRUE,FALSE,TRUE,FALSE,FALSE,Jr. Officer (Commercial),2,masters,FALSE,33750,30,3
SQ Group of Companies,full_time,entry,27,Dhaka,0,TRUE,FALSE,FALSE,TRUE,FALSE,Management Trainee Officer – Procurement,2,professional,TRUE,33750,27,3
Lal Teer Livestock Development (Bangladesh) Ltd.,full_time,senior,27,Dhaka,5,TRUE,FALSE,FALSE,TRUE,TRUE,Manager - Compliance & Inventory,2,masters,TRUE,33750,35,3
Apparex Limited,full_time,senior,27,Narayanganj,10,TRUE,FALSE,FALSE,TRUE,FALSE,Assistant Manager Commercial (Sweater Factory),1,bachelors,FALSE,120000,45,1
Noman Group,full_time,senior,27,Gulshan,10,TRUE,FALSE,FALSE,TRUE,FALSE,Manager - Export Commercial,2,masters,FALSE,33750,30,3
A Leading Garments Manufacturer / Textile Industry,full_time,mid,27,Dhaka,3,TRUE,TRUE,TRUE,TRUE,TRUE,"Officer/ Sr. Officer-Commercial, Export (Levi`s Buyer)",2,bachelors,TRUE,33750,30,3
GMS Composite Knitting Ind. Ltd.,full_time,senior,27,DOHS Mohakhali,10,TRUE,FALSE,FALSE,TRUE,FALSE,Manager/Senior Manager (Custom Bond) - Commercial,1,masters,FALSE,33750,32.5,3
A Renowned Group of Company,full_time,senior,27,Dhaka,15,TRUE,FALSE,TRUE,TRUE,FALSE,Manager (Customs & Compliance)- Commercial- Corporate Office,1,other,TRUE,33750,30,3
